Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Price_USD,Weight_LBS
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.2,14138280.0,172537.35204708623,2.6455476
HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.11,10216908.0,124682.65251704534,2.4471315300000005
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce 930MX,Windows,1.64,10540843.56,128635.81964602356,3.61558172
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,500GB ,Intel HD Graphics 520,Windows,2.09,9304944.48,113553.4507397188,4.60766207
HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,1.26,13862628.0,169173.4162524575,2.77782498
HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,2.31,10572588.0,129023.2148326953,5.0926791300000005
HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,1.95,9425520.0,115024.90136472417,4.299014850000001
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.29,14440608.0,176226.8300153887,2.8439636700000004
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Nvidia GeForce 930MX,Windows,2.63,9603360.0,117195.18252254912,5.7981584900000005
HP,ProBook 440,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,1.64,8651916.0,105584.17832818547,3.61558172
Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6,1TB ,AMD Radeon R5,Windows,2.1,3636828.0,44382.24967752092,4.629708300000001
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.7,10597485.6,129327.0541947908,5.952482100000001
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.95,10625940.0,129674.2991800428,4.299014850000001
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.84,10928179.08,133362.69200776637,4.05650632
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.26,11995308.0,146385.46409529517,2.77782498
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,2.04,6597864.0,80517.4309553069,4.49743092
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB ,Intel HD Graphics 520,Windows,1.47,15338700.0,187186.7498624049,3.2407958100000003
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB ,Intel HD Graphics 520,Windows,2.09,9451751.4,115345.01783550334,4.60766207
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.64,8985454.92,109654.54063968622,3.61558172
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,256GB ,Intel HD Graphics 520,Windows,1.8,7531524.0,91911.40703388808,3.9683214000000007
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2,32GB  ,Intel HD Graphics 400,Windows,1.45,1874433.6,22874.76340347533,3.1967033500000004
Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,256GB ,Nvidia GeForce 930M,Windows,2.4,12671100.0,154632.53249503011,5.2910952
Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,2.3,9333043.2,113896.35516265516,5.0706329000000006
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,1.54,8892000.0,108514.0578912492,3.3951194200000003
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB    500GB ,Intel HD Graphics 520,Windows,1.84,18702899.28,228241.9585249801,4.05650632
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.43,13062348.0,159407.15104224507,3.15261089
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB    1TB ,Nvidia GeForce GTX 980M,Windows,3.78,13743830.88,167723.6684390304,8.33347494
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 980M,Windows,4.6,20362591.08,248496.10743038173,10.1412658
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB  ,Intel HD Graphics 400,Chrome OS,1.2,2560006.8,31241.19726689064,2.6455476
Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256GB ,Intel HD Graphics 520,Windows,1.1,23297040.0,284306.8316750729,2.425085300000001
HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,Nvidia GeForce 940MX,Windows,1.91,8705268.0,106235.26267553295,4.21082993
Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,2.3,9727848.0,118714.37933302662,5.0706329000000006
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,2.04,8705268.0,106235.26267553295,4.49743092
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,1TB ,Intel HD Graphics 620,Windows,1.2,20042568.0,244590.6864868757,2.6455476
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.31,6270193.8,76518.68792201437,5.0926791300000005
HP,250 G5,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,No OS,1.96,4437108.0,54148.51488773335,4.321061080000001
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1TB ,AMD Radeon R5,Windows,2.4,3992508.0,48722.81199317089,5.2910952
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256GB ,Intel HD Graphics 620,Windows,1.6,11550708.0,140959.76120073273,3.5273968000000004
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.94,16174548.0,197387.0713041823,6.4815916200000006
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,2.04,9514440.0,116110.04194363664,4.49743092
Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1TB ,Nvidia GeForce GTX 965M,No OS,4.04,8874216.0,108297.0297754667,8.90667692
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB ,Intel HD Graphics,Windows,2.25,4970628.0,60659.3583612083,4.960401750000001
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2TB ,AMD Radeon R7 M445,Windows,2.32,8802991.08,107427.8321717578,5.11472536
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,1.8,17152668.0,209323.6176722197,3.9683214000000007
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.29,12964536.0,158213.49640544134,2.8439636700000004
Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,1TB ,Nvidia GeForce GTX 980 ,Windows,3.58,35345700.0,431343.3801177156,7.89255034
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.62,7095904.92,86595.30333779578,3.5714892600000008
Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256GB    1TB ,Nvidia GeForce GTX 970M,Windows,3.21,11817468.0,144215.18293747018,7.076839830000001
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB  ,Intel HD Graphics 515,Mac OS,0.92,11559600.0,141068.27525862397,2.02825316
Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.06,4285766.16,52301.60562242429,4.541523380000001
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.31,10661508.0,130108.3554116078,5.0926791300000005
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.26,10661508.0,130108.3554116078,2.77782498
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.49,9692280.0,118280.32310146165,3.28488827
Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.3,15236353.08,185937.7530560766,2.8660099000000003
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1TB ,AMD Radeon R5 M330,Windows,3.0,5859828.0,71510.76415033323,6.613869000000001
Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1TB ,Nvidia GeForce GTX 950M,Windows,2.3,8687484.0,106018.23455975048,5.0706329000000006
MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,3.78,22221108.0,271176.63067023177,8.33347494
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.1,4801680.0,58597.59126127457,4.629708300000001
HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.31,8358480.0,102003.21441777424,5.0926791300000005
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512GB ,Intel HD Graphics 515,Windows,0.99,12439908.0,151811.16698985762,2.1825767700000003
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512GB    1TB ,Nvidia GeForce GTX 980M,Windows,4.6,28810080.0,351585.5475676474,10.1412658
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB  ,Intel HD Graphics 400,Windows,0.69,5746632.84,70129.38019337763,1.52118987
HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.3,18219708.0,222345.3046191696,2.8660099000000003
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,2.18,6669000.0,81385.54341843691,4.806078140000001
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,1.54,9167563.08,111876.908545299,3.3951194200000003
HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,AMD FirePro W4190M,Windows,1.9,13293540.0,162228.51654741756,4.1887837
Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1GB ,Intel HD Graphics 520,Windows,1.7,10661508.0,130108.3554116078,3.7478591
HP,Chromebook 13,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32GB  ,Intel HD Graphics 515,Chrome OS,1.29,5468580.0,66736.14560311826,2.8439636700000004
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,500GB ,AMD Radeon R5,Windows,2.4,3441204.0,41994.94040391344,5.2910952
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500GB ,Intel HD Graphics,Linux,2.2,3498913.08,42699.19663962765,4.850170600000001
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB ,Intel HD Graphics 520,No OS,1.86,3076543.08,37544.77888979331,4.10059878
Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.7,14218308.0,173513.97856810747,5.952482100000001
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB ,AMD Radeon 530,Windows,1.4,7276768.2,88802.47927530379,3.0864722
HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB ,Intel HD Graphics 520,Windows,2.4,14218308.0,173513.97856810747,5.2910952
Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB    1TB ,Nvidia GeForce GTX 950M,Windows,2.4,7104708.0,86702.73225510812,5.2910952
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB ,AMD Radeon R7 M445,Windows,2.36,5680209.6,69318.78018092999,5.20291028
MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB ,Nvidia GeForce GTX 965M,Windows,2.6,14218308.0,173513.97856810747,5.732019800000001
HP,250 G5,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1TB ,Intel HD Graphics 405,Windows,1.96,4446000.0,54257.0289456246,4.321061080000001
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 980M,Windows,4.3,20442708.0,249473.81909198192,9.4798789
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,1.5,10093753.8,123179.73281525154,3.306934500000001
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128GB ,Intel HD Graphics 520,Windows,1.5,10376697.24,126632.65013735108,3.306934500000001
Acer,Chromebook 15,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB ,Intel HD Graphics,Chrome OS,2.2,1858428.0,22679.438099271083,4.850170600000001
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB ,AMD FirePro W6150M,Windows,3.0,25777908.0,314582.2538267314,6.613869000000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB ,Nvidia GeForce GTX 1050 Ti,Windows,2.4,10661508.0,130108.3554116078,5.2910952
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.5,12565285.2,153341.21520612424,3.306934500000001
MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.9,13437501.48,163985.35914467688,6.393406700000001
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256GB ,Intel HD Graphics 520,Windows,2.1,7709364.0,94081.68819171304,4.629708300000001
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,1TB ,AMD Radeon R4,Windows,2.1,3539016.0,43188.595040717184,4.629708300000001
Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.59,11906388.0,145300.3235163827,5.70997357
HP,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8,256GB ,Intel HD Graphics 515,Windows,1.16,15107508.0,184365.3843572324,2.55736268
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,AMD Radeon R5 M315,Windows,2.24,6839281.8,83463.58762705432,4.938355520000001
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB ,Intel HD Graphics 520,Windows,2.1,3814668.0,46552.530835345904,4.629708300000001
HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB ,Intel HD Graphics 520,Windows,1.16,17508348.0,213664.1799878697,2.55736268
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB  ,Intel HD Graphics 400,Android,0.69,4881708.0,59574.21778229581,1.52118987
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256GB ,Intel Iris Plus Graphics 640,Windows,1.23,12262068.0,149640.88583203265,2.7116862900000003
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB    1TB ,Nvidia GeForce GTX 980M,Windows,4.6,24452911.08,298412.5740603564,10.1412658
Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.25,9149868.0,111660.96557009545,2.75577875
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.05,19793592.0,241552.29286592072,2.3148541500000004
Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,3.52,11670661.08,142423.61584168568,7.760272960000001
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4,32GB  ,Intel HD Graphics 400,Windows,1.35,1742832.0,21268.755346684844,2.9762410500000005
HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.16,15027480.0,183388.75783621115,2.55736268
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.43,13453596.0,164181.76958946005,3.15261089
Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Linux,2.09,4656117.96,56821.21613359482,4.60766207
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB ,Intel HD Graphics 620,Windows,2.0,3868020.0,47203.6151826934,4.409246
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.8,14840748.0,181109.9626204949,3.9683214000000007
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB  ,Intel HD Graphics 400,Windows,0.69,4259268.0,51978.23372990837,1.52118987
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8,256GB ,Intel HD Graphics 520,Windows,1.26,16850340.0,205634.13970391723,2.77782498
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB    1TB ,Nvidia GeForce GTX 1060,No OS,2.4,8794188.0,107320.40325444544,5.2910952
HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,3.35,10039068.0,122512.37135922034,7.385487050000001
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,2TB ,Intel HD Graphics 620,Windows,2.04,5593068.0,68255.34241359575,4.49743092
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8,512GB ,Nvidia Quadro M500M,Windows,1.8,18231978.96,222495.05401905955,3.9683214000000007
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB  ,Intel HD Graphics 500,Windows,1.5,2471976.0,30166.90809376728,3.306934500000001
HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.84,6686784.0,81602.5715342194,4.05650632
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB ,Nvidia GeForce 940MX,Windows,2.23,5477472.0,66844.65966100951,4.91630929
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,1TB ,AMD Radeon R7 M360,Windows,2.5,9772308.0,119256.94962248288,5.5115575
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB ,Nvidia Quadro M3000M,Windows,3.0,35118064.8,428565.4202356996,6.613869000000001
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB ,AMD Radeon R7 M445,Windows,2.5,6971328.0,85075.02138673938,5.5115575
MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256GB    1TB ,Nvidia GeForce GTX 980M,Windows,3.78,21331908.0,260325.22488110684,8.33347494
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.88,19310934.24,235662.14980358368,4.14469124
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB ,Intel HD Graphics 520,Windows,2.8,21696480.0,264774.3012546481,6.1729444
MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.4,10161777.6,124009.86535811958,5.2910952
HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB ,Intel HD Graphics 520,Windows,1.48,14485068.0,176769.40030484495,3.26284204
HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB ,Nvidia Quadro M1000M,Windows,2.59,19820268.0,241877.83503959447,5.70997357
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB ,Intel HD Graphics 520,Windows,1.48,15996708.0,195216.7901463573,3.26284204
HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB ,Nvidia Quadro M1000M,Windows,2.0,16885908.0,206068.19593548225,4.409246
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8,256GB ,Intel HD Graphics 520,Windows,1.26,20424479.4,249251.36527330484,2.77782498
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce 940MX,Windows,2.18,8980030.8,109588.34706437256,4.806078140000001
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.88,14040468.0,171343.69741028248,4.14469124
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.27,20798388.0,253814.38140763188,2.7998712100000005
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB ,Intel HD Graphics 520,No OS,1.9,3014388.0,36786.26562513348,4.1887837
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB ,AMD Radeon R2 Graphics,Windows,1.86,2640924.0,32228.67519370101,4.10059878
