,Manufacturer,Model Name,Model Name Cleaned,Category,Screen Size,Screen,Touchscreen,Screen_HD,Screen Quality,CPU,CPU Brand,CPU Model,CPU_Speed,RAM,Storage,Total Storage in TB,GPU,GPU Brand,GPU Model,Operating System,Weight,Weight_LBS,Price,Price_USD
1036,Toshiba,Tecra Z40-C-136,Tecra Z40-C-136,Ultrabook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6600U 2.6GHz,Intel,Core i7 6600U,2.6,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.47,3.24079581,15338700,187186.7499
1037,Dell,Latitude E5570,Latitude E5570,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6300U 2.4GHz,Intel,Core i5 6300U,2.4,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.09,4.60766207,9451751.4,115345.0178
1038,HP,ProBook 440,ProBook 440,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.64,3.61558172,8985454.92,109654.5406
1039,Lenovo,Yoga 500-15ISK,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,4,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.8,3.9683214,7531524,91911.40703
1040,Vero,V142 (X5-Z8350/2GB/32GB/W10),V142 ,Notebook,14,1366x768,0,0,1366x768,Intel Atom X5-Z8350 1.44GHz,Intel,Atom X5-Z8350,1.44,2,32GB Flash Storage,0.03125,Intel HD Graphics 400,Intel,HD Graphics 400,Windows,1.45,3.19670335,1874433.6,22874.7634
1041,Toshiba,Tecra A50-C-218,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,16,256GB SSD,0.25,Nvidia GeForce 930M,Nvidia,GeForce 930M,Windows,2.4,5.2910952,12671100,154632.5325
1042,Lenovo,Thinkpad L560,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.3,5.0706329,9333043.2,113896.3552
1043,HP,EliteBook 840,EliteBook 840,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.54,3.39511942,8892000,108514.0579
1044,HP,EliteBook 850,EliteBook 850,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6300U 2.4GHz,Intel,Core i5 6300U,2.4,8,256GB SSD +  500GB HDD,0.73828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.84,4.05650632,18702899.28,228241.9585
1045,HP,EliteBook 1040,EliteBook 1040,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.43,3.15261089,13062348,159407.151
1046,MSI,GT72S Dominator,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,Core i7 6820HK,2.7,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 980M,Nvidia,GeForce GTX 980M,Windows,3.78,8.33347494,13743830.88,167723.6684
1047,Lenovo,IdeaPad Y900-17ISK,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,16,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 980M,Nvidia,GeForce GTX 980M,Windows,4.6,10.1412658,20362591.08,248496.1074
1048,Asus,Chromebook C202SA,Chromebook C202SA,Netbook,11.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel,Celeron Dual Core N3060,1.6,4,16GB Flash Storage,0.015625,Intel HD Graphics 400,Intel,HD Graphics 400,Chrome OS,1.2,2.6455476,2560006.8,31241.19727
1049,Lenovo,ThinkPad X1,ThinkPad X1,Notebook,14,IPS Panel 2560x1440,0,0,2560x1440,Intel Core i7 6600U 2.6GHz,Intel,Core i7 6600U,2.6,16,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.1,2.4250853,23297040,284306.8317
1050,HP,Noteb Pav,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,1TB HDD,1,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.91,4.21082993,8705268,106235.2627
1051,Dell,Inspiron 5578,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 7200U 2.7GHz,Intel,Core i5 7200U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.3,5.0706329,9727848,118714.3793
1052,HP,ProBook 450,ProBook 450,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.04,4.49743092,8705268,106235.2627
1053,Dell,XPS 13,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,1,1,3200x1800,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,1TB SSD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.2,2.6455476,20042568,244590.6865
1054,HP,ProBook 650,ProBook 650,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6100U 2.3GHz,Intel,Core i3 6100U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.31,5.09267913,6270193.8,76518.68792
1055,HP,250 G5,250 G5,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,500GB HDD,0.48828125,Intel HD Graphics 620,Intel,HD Graphics 620,No OS,1.96,4.32106108,4437108,54148.51489
1056,Acer,Aspire ES1-523,Aspire ES1-523,Notebook,15.6,1366x768,0,0,1366x768,AMD A8-Series 7410 2.2GHz,AMD,A8-Series 7410,2.2,8,1TB HDD,1,AMD Radeon R5,AMD,Radeon R5,Windows,2.4,5.2910952,3992508,48722.81199
1057,Dell,Inspiron 7378,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,12,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.6,3.5273968,11550708,140959.7612
1058,MSI,GT62VR 6RD,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,2.94,6.48159162,16174548,197387.0713
1059,HP,ProBook 450,ProBook 450,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.04,4.49743092,9514440,116110.0419
1060,Asus,Rog G752VL-GC088D,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,16,1TB HDD,1,Nvidia GeForce GTX 965M,Nvidia,GeForce GTX 965M,No OS,4.04,8.90667692,8874216,108297.0298
1061,Dell,Inspiron 3567,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,1TB HDD,1,Intel HD Graphics,Intel,HD Graphics,Windows,2.25,4.96040175,4970628,60659.35836
1062,Dell,Inspiron 5567,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,2TB HDD,2,AMD Radeon R7 M445,AMD,Radeon R7 M445,Windows,2.32,5.11472536,8802991.08,107427.8322
1063,MSI,GS63VR 6RF,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,1.8,3.9683214,17152668,209323.6177
1064,Dell,XPS 13,XPS 13,Ultrabook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.29,2.84396367,12964536,158213.4964
1065,Asus,ROG G701VO,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,Core i7 6820HK,2.7,64,1TB SSD,1,Nvidia GeForce GTX 980 ,Nvidia,GeForce GTX 980 ,Windows,3.58,7.89255034,35345700,431343.3801
1066,Dell,Inspiron 5368,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.62,3.57148926,7095904.92,86595.30334
1067,Dell,Alienware 15,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,0,1,3840x2160,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 970M,Nvidia,GeForce GTX 970M,Windows,3.21,7.07683983,11817468,144215.1829
1068,Apple,"MacBook 12""","MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,0,0,2304x1440,Intel Core M 1.1GHz,Intel,Core M,1.1,8,256GB Flash Storage,0.25,Intel HD Graphics 515,Intel,HD Graphics 515,Mac OS,0.92,2.02825316,11559600,141068.2753
1069,Dell,Latitude 3570,Latitude 3570,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6100U 2.3GHz,Intel,Core i3 6100U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.06,4.54152338,4285766.16,52301.60562
1070,HP,ProBook 650,ProBook 650,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.31,5.09267913,10661508,130108.3554
1071,HP,EliteBook 820,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.26,2.77782498,10661508,130108.3554
1072,HP,ProBook 430,ProBook 430,Notebook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.49,3.28488827,9692280,118280.3231
1073,Lenovo,ThinkPad Yoga,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.3,2.8660099,15236353.08,185937.7531
1074,Lenovo,IdeaPad 300-17ISK,IdeaPad 300-17ISK,Notebook,17.3,1600x900,0,0,1600x900,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,1TB HDD,1,AMD Radeon R5 M330,AMD,Radeon R5 M330,Windows,3,6.613869,5859828,71510.76415
1075,Lenovo,Ideapad 700-15ISK,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,Core i5 6300HQ,2.3,4,1TB HDD,1,Nvidia GeForce GTX 950M,Nvidia,GeForce GTX 950M,Windows,2.3,5.0706329,8687484,106018.2346
1076,MSI,GT72VR Dominator,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1070,Nvidia,GeForce GTX 1070,Windows,3.78,8.33347494,22221108,271176.6307
1077,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),V110-15ISK ,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.1,4.6297083,4801680,58597.59126
1078,HP,Probook 650,Probook 650,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.31,5.09267913,8358480,102003.2144
1079,Lenovo,Yoga 900S-12ISK,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,1,0,2560x1440,Intel Core M 6Y75 1.2GHz,Intel,Core M 6Y75,1.2,8,512GB SSD,0.5,Intel HD Graphics 515,Intel,HD Graphics 515,Windows,0.99,2.18257677,12439908,151811.167
1080,Lenovo,IdeaPad Y900-17ISK,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,Core i7 6820HK,2.7,32,512GB SSD +  1TB Hybrid,1.5,Nvidia GeForce GTX 980M,Nvidia,GeForce GTX 980M,Windows,4.6,10.1412658,28810080,351585.5476
1081,Lenovo,Yoga Book,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,1,0,1920x1200,Intel Atom x5-Z8550 1.44GHz,Intel,Atom x5-Z8550,1.44,4,64GB Flash Storage,0.0625,Intel HD Graphics 400,Intel,HD Graphics 400,Windows,0.69,1.52118987,5746632.84,70129.38019
1082,HP,Spectre x360,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,0,1,3840x2160,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,512GB SSD,0.5,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.3,2.8660099,18219708,222345.3046
1083,Dell,Vostro 3568,Vostro 3568,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.18,4.80607814,6669000,81385.54342
1084,HP,EliteBook 840,EliteBook 840,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.54,3.39511942,9167563.08,111876.9085
1085,HP,ZBook 15u,ZBook 15u,Workstation,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,8,256GB SSD,0.25,AMD FirePro W4190M,AMD,FirePro W4190M,Windows,1.9,4.1887837,13293540,162228.5165
1086,Lenovo,ThinkPad T460,ThinkPad T460,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,1GB SSD,0.000976563,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.7,3.7478591,10661508,130108.3554
1087,HP,Chromebook 13,Chromebook 13,Notebook,13.3,Quad HD+ 3200x1800,0,1,3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,Intel,Pentium Dual Core 4405Y,1.5,4,32GB Flash Storage,0.03125,Intel HD Graphics 515,Intel,HD Graphics 515,Chrome OS,1.29,2.84396367,5468580,66736.1456
1088,Acer,Aspire ES1-523,Aspire ES1-523,Notebook,15.6,1366x768,0,0,1366x768,AMD A8-Series 7410 2.2GHz,AMD,A8-Series 7410,2.2,4,500GB HDD,0.48828125,AMD Radeon R5,AMD,Radeon R5,Windows,2.4,5.2910952,3441204,41994.9404
1089,Dell,Inspiron 3552,Inspiron 3552,Notebook,15.6,1366x768,0,0,1366x768,Intel Pentium Quad Core N3700 1.6GHz,Intel,Pentium Quad Core N3700,1.6,4,500GB HDD,0.48828125,Intel HD Graphics,Intel,HD Graphics,Linux,2.2,4.8501706,3498913.08,42699.19664
1090,HP,250 G6,250 G6,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Intel HD Graphics 520,Intel,HD Graphics 520,No OS,1.86,4.10059878,3076543.08,37544.77889
1091,Asus,Rog GL702VM-GC354T,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,2.7,5.9524821,14218308,173513.9786
1092,Dell,Inspiron 5370,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,4,256GB SSD,0.25,AMD Radeon 530,AMD,Radeon 530,Windows,1.4,3.0864722,7276768.2,88802.47928
1093,HP,Elitebook 820,Elitebook 820,Netbook,12.5,1366x768,0,0,1366x768,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,128GB SSD,0.125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.4,5.2910952,14218308,173513.9786
1094,Acer,Aspire F5-573G,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 950M,Nvidia,GeForce GTX 950M,Windows,2.4,5.2910952,7104708,86702.73226
1095,Dell,Inspiron 5567,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,1TB HDD,1,AMD Radeon R7 M445,AMD,Radeon R7 M445,Windows,2.36,5.20291028,5680209.6,69318.78018
1096,MSI,GS70 Stealth,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,8,256GB SSD,0.25,Nvidia GeForce GTX 965M,Nvidia,GeForce GTX 965M,Windows,2.6,5.7320198,14218308,173513.9786
1097,HP,250 G5,250 G5,Notebook,15.6,1366x768,0,0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,Intel,Pentium Quad Core N3710,1.6,4,1TB HDD,1,Intel HD Graphics 405,Intel,HD Graphics 405,Windows,1.96,4.32106108,4446000,54257.02895
1098,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,G752VY-GC162T ,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,16,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 980M,Nvidia,GeForce GTX 980M,Windows,4.3,9.4798789,20442708,249473.8191
1099,Dell,Latitude E5270,Latitude E5270,Ultrabook,12.5,1366x768,0,0,1366x768,Intel Core i3 6100U 2.3GHz,Intel,Core i3 6100U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.5,3.3069345,10093753.8,123179.7328
1100,Dell,Latitude E5270,Latitude E5270,Ultrabook,12.5,1366x768,0,0,1366x768,Intel Core i3 6100U 2.3GHz,Intel,Core i3 6100U,2.3,4,128GB SSD,0.125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.5,3.3069345,10376697.24,126632.6501
1101,Acer,Chromebook 15,Chromebook 15,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,Intel,Celeron Dual Core 3205U,1.5,4,16GB SSD,0.015625,Intel HD Graphics,Intel,HD Graphics,Chrome OS,2.2,4.8501706,1858428,22679.4381
1102,HP,ZBook 17,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,8,1TB HDD,1,AMD FirePro W6150M,AMD,FirePro W6150M,Windows,3,6.613869,25777908,314582.2538
1103,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,512GB SSD,0.5,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.4,5.2910952,10661508,130108.3554
1104,Dell,Latitude E5270,Latitude E5270,Ultrabook,12.5,1366x768,0,0,1366x768,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.5,3.3069345,12565285.2,153341.2152
1105,MSI,GE72 Apache,GE72 Apache,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 960M,Nvidia,GeForce GTX 960M,Windows,2.9,6.3934067,13437501.48,163985.3591
1106,Lenovo,Yoga 500-15ISK,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.1,4.6297083,7709364,94081.68819
1107,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15-bw011nv ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,AMD A6-Series 9220 2.5GHz,AMD,A6-Series 9220,2.5,4,1TB HDD,1,AMD Radeon R4,AMD,Radeon R4,Windows,2.1,4.6297083,3539016,43188.59504
1108,Asus,Rog GL552VW-CN470T,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,16,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 960M,Nvidia,GeForce GTX 960M,Windows,2.59,5.70997357,11906388,145300.3235
1109,HP,EliteBook 1030,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,1,1,3200x1800,Intel Core M 6Y54 1.1GHz,Intel,Core M 6Y54,1.1,8,256GB SSD,0.25,Intel HD Graphics 515,Intel,HD Graphics 515,Windows,1.16,2.55736268,15107508,184365.3844
1110,Dell,Vostro 3559,Vostro 3559,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,AMD Radeon R5 M315,AMD,Radeon R5 M315,Windows,2.24,4.93835552,6839281.8,83463.58763
1111,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),V110-15ISK ,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2.0GHz,Intel,Core i3 6006U,2,4,128GB SSD,0.125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.1,4.6297083,3814668,46552.53084
1112,HP,Spectre Pro,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,8,512GB SSD,0.5,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.16,2.55736268,17508348,213664.18
1113,Lenovo,Yoga Book,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,1,0,1920x1200,Intel Atom x5-Z8550 1.44GHz,Intel,Atom x5-Z8550,1.44,4,64GB Flash Storage,0.0625,Intel HD Graphics 400,Intel,HD Graphics 400,Android,0.69,1.52118987,4881708,59574.21778
1114,Dell,XPS 13,XPS 13,Ultrabook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7560U 2.4GHz,Intel,Core i7 7560U,2.4,8,256GB SSD,0.25,Intel Iris Plus Graphics 640,Intel,Iris Plus Graphics 640,Windows,1.23,2.71168629,12262068,149640.8858
1115,Lenovo,IdeaPad Y900-17ISK,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,Core i7 6820HK,2.7,16,256GB SSD +  1TB Hybrid,1.25,Nvidia GeForce GTX 980M,Nvidia,GeForce GTX 980M,Windows,4.6,10.1412658,24452911.08,298412.5741
1116,Razer,Blade Stealth,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,1,1,3840x2160,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.25,2.75577875,9149868,111660.9656
1117,Toshiba,Portege X30-D-10K,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,512GB SSD,0.5,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.05,2.31485415,19793592,241552.2929
1118,Asus,Rog GL752VW-T4308T,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 960M,Nvidia,GeForce GTX 960M,Windows,3.52,7.76027296,11670661.08,142423.6158
1119,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),V131 ,Notebook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Atom X5-Z8350 1.44GHz,Intel,Atom X5-Z8350,1.44,4,32GB Flash Storage,0.03125,Intel HD Graphics 400,Intel,HD Graphics 400,Windows,1.35,2.97624105,1742832,21268.75535
1120,HP,Spectre Pro,Spectre Pro,Notebook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.16,2.55736268,15027480,183388.7578
